10;0.999873244;-0.912276077
12.64855217;0.999797232;-1.15383867
15.9985872;0.999675658;-1.459320541
20.23589648;0.999481251;-1.845589858
25.59547923;0.999170461;-2.333919925
32.37457543;0.998673845;-2.951092255
40.94915062;0.997880867;-3.730727341
51.79474679;0.996616132;-4.714839008
65.51285569;0.994602699;-5.955544551
82.86427729;0.991406716;-7.51672564
104.8113134;0.986357058;-9.475161948
132.5711366;0.978436375;-11.92015848
167.6832937;0.966151917;-14.94986749
212.0950888;0.947425939;-18.66142153
268.2695795;0.919607401;-23.13124605
339.3221772;0.879786953;-28.38332565
429.193426;0.825607839;-34.34983464
542.8675439;0.756522644;-40.84140656
686.648845;0.674890225;-47.5543739
868.5113738;0.585945318;-54.13019952
1098.541142;0.496295138;-60.24481046
1389.495494;0.411851386;-65.67881084
1757.510625;0.336487331;-70.33699282
2222.996483;0.271861539;-74.22493065
2811.768698;0.217976373;-77.40979663
3556.480306;0.17388894;-79.98599225
4498.432669;0.138263351;-82.05263372
5689.866029;0.109705479;-83.70166199
7196.85673;0.086929986;-85.01298416
9102.98178;0.068824796;-86.05350982
11513.95399;0.054461566;-86.8780375
14563.48478;0.043081512;-87.530847
18420.69969;0.034072287;-88.04742384
23299.51811;0.026943562;-88.45606077
29470.51703;0.021304596;-88.7792442
37275.9372;0.016844939;-89.03481043
47148.66363;0.01331839;-89.23688989
59636.23317;0.010529927;-89.39666847
75431.20063;0.008325179;-89.52299688
95409.54763;0.006582008;-89.622876
120679.2641;0.005203806;-89.70184252
152641.7967;0.004114173;-89.76427461
193069.7729;0.003252693;-89.8136341
244205.3095;0.002571598;-89.85265812
308884.3596;0.002033119;-89.88351077
390693.9937;0.001607394;-89.90790307
494171.3361;0.001270813;-89.92718774
625055.1925;0.001004711;-89.9424343
790604.3211;0.000794329;-89.95448831
1000000;0.000628;-89.96401826
